OBJECTID,BasinCode,Description,Latitude,Longitude,Ecoregion,Planning_Segment,WebData,County,HUC8,Basin,Status,Title,AssessmentUnit,x,y
1065,OUA0010A,"Saline River near Fountain Hill,AR on SR8/160",33.38,-91.96,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0010A#display,06,08040204,OUA0010A,A,Water Quality Monitoring Station,AR_08040204_002,-10236818.673,3945626.057
1066,OUA0011,Coffee Cr S of Mossy Lake,33.03,-92.07,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0011#display,02,08040202,OUA0011,I,Water Quality Monitoring Station,AR_08040202_902,-10249620.365,3899659.219
1067,OUA0011A,Coffee Cr near Crossett AR,33.11,-92.03,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0011A#display,02,08040202,OUA0011A,I,Water Quality Monitoring Station,AR_08040202_902,-10244922.682,3909662.034
1068,OUA0012,"Chemin-A-Haut Bayou near Beekman, Louisiana",32.98,-91.81,GULF,2B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0012#display,  ,08040205,OUA0012,I,Water Quality Monitoring Station,AR_08040205_907,-10219753.675,3892902.434
1069,OUA0012A,"Overflow Creek near Bonita, Louisiana",32.98,-91.70,GULF,2B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0012A#display,  ,08040205,OUA0012A,I,Water Quality Monitoring Station,AR_08040205_908,-10208187.051,3893167.704
1070,OUA0013,"Bayou Bartholomew near Jones,LA on Hopkins Hill Rd",32.99,-91.66,DELT,2B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0013#display,  ,08040205,OUA0013,A,Water Quality Monitoring Station,AR_08040205_001,-10203055.577,3894017.214
1071,OUA0014,Bayou La Fourche near Wilmot AR,33.05,-91.41,DELT,2A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0014#display,09,08050001,OUA0014,I,Water Quality Monitoring Station,AR_08050001_918,-10176060.426,3902275.334
1072,OUA0015,Boeuf R near Eudora AR,33.05,-91.39,DELT,2A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0015#display,09,08050001,OUA0015,I,Water Quality Monitoring Station,AR_08050001_018,-10172965.744,3902195.647
1073,OUA0015A,"Boeuf River near Costello,LA on SR835",32.97,-91.44,DELT,2A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0015A#display,  ,08050001,OUA0015A,A,Water Quality Monitoring Station,AR_08050001_018,-10179279.408,3891732.082
1074,OUA0016,Bayou Macon near Eudora AR,33.05,-91.24,DELT,2A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0016#display,09,08050002,OUA0016,I,Water Quality Monitoring Station,AR_08050002_003,-10157002.524,3902461.274
1075,OUA0016A,Bayou Macon near Kilbourne LA,32.99,-91.26,DELT,2A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0016A#display,00,08050002,OUA0016A,I,Water Quality Monitoring Station,AR_08050002_003,-10159295.366,3894388.833
1076,OUA0017,Miss R near Greenville MI,33.29,-91.16,DELT,6A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0017#display,09,08030100,OUA0017,I,Water Quality Monitoring Station,AR_08030100_006,-10147952.249,3934193.924
1077,OUA0018,"Big Creek below Sheridan,AR on CR204",34.29,-92.37,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0018#display,27,08040203,OUA0018,A,Water Quality Monitoring Station,AR_08040203_904,-10282582.39,4067728.482
1078,OUA0019,"Smackover Cr near Calion,AR on dirt road",33.37,-92.59,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0019#display,52,08040201,OUA0019,I,Water Quality Monitoring Station,AR_08040201_006,-10307161.141,3944986.342
1079,OUA0020,West Two Bayou on S Adams Ave near Camden,33.56,-92.83,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0020#display,52,08040201,OUA0020,I,Water Quality Monitoring Station,AR_08040201_805,-10333334.886,3969782.464
1080,OUA0021,"Ouachita River near Pencil Bluff,AR on Hwy 270",34.61,-93.70,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0021#display,49,08040101,OUA0021,A,Water Quality Monitoring Station,AR_08040101_033,-10430325.016,4111008.121
1081,OUA0022,"Little Missouri River near Langley,AR on SR84",34.31,-93.90,OUMT,2G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0022#display,55,08040103,OUA0022,A,Water Quality Monitoring Station,AR_08040103_022,-10452885.833,4070730.505
1082,OUA0023,"Caddo River near Amity,AR above SR84 Bridge",34.28,-93.42,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0023#display,10,08040102,OUA0023,A,Water Quality Monitoring Station,AR_08040102_016,-10398978.18,4067095.272
1083,OUA0024,Ouachita River BL Carpenter Dam on SR84,34.44,-93.02,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0024#display,26,08040101,OUA0024,I,Water Quality Monitoring Station,AR_08040101_002,-10355462.569,4088483.461
1084,OUA0025,Ouachita River at Blakley Mt Dam,34.57,-93.19,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0025#display,26,08040101,OUA0025,I,Water Quality Monitoring Station,AR_08040101_009,-10374265.235,4105829.129
1085,OUA0026,"Saline River near Benton,AR on SR229",34.56,-92.62,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0026#display,63,08040203,OUA0026,A,Water Quality Monitoring Station,AR_08040203_010,-10309889.103,4104626.029
1086,OUA0027,"Smackover Creek near Smackover,AR on CR67/Old Camden Rd.",33.38,-92.72,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0027#display,70,08040201,OUA0027,A,Water Quality Monitoring Station,AR_08040201_406,-10321454.869,3945772.51
1087,OUA0028,"Moro Creek E. of Hampton,AR on Hwy 278",33.54,-92.32,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0028#display,06,08040201,OUA0028,A,Water Quality Monitoring Station,AR_08040201_001,-10276674.65,3967739.693
1088,OUA0029,Ouachita R near Sparkman AR,33.90,-92.91,GULF,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0029#display,20,08040102,OUA0029,I,Water Quality Monitoring Station,AR_08040102_030,-10342327.268,4015155.183
1089,OUA0030,"Ouachita River near Donaldson,AR on Hwy 67",34.24,-92.96,GULF,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0030#display,30,08040102,OUA0030,A,Water Quality Monitoring Station,AR_08040102_006,-10348138.2,4060778.54
1090,OUA0031,"Hurricane Creek near Sardis,AR on S Sardis Rd",34.51,-92.42,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0031#display,63,08040203,OUA0031,A,Water Quality Monitoring Station,AR_08040203_706,-10287591.566,4097639.431
1091,OUA0032,"Big Bayou near Jerome, Arkansas",33.39,-91.43,DELT,2A,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0032#display,09,08050001,OUA0032,I,Water Quality Monitoring Station,AR_08050001_022,-10177385.131,3947039.247
1092,OUA0033,"Bayou Bartholomew near Ladd,AR on McEntire Rd.",34.11,-91.90,GULF,2B,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0033#display,35,08040205,OUA0033,I,Water Quality Monitoring Station,AR_08040205_006,-10230484.595,4043242.285
1093,OUA0035,"Little Missouri River near Boughton,AR on Hwy 67",33.88,-93.30,GULF,2G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0035#display,50,08040103,OUA0035,A,Water Quality Monitoring Station,AR_08040103_008,-10386598.772,4012111.023
1094,OUA0036,Ouachita R near Crossett @ Hwy 82,33.15,-92.11,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0036#display,02,08040202,OUA0036,I,Water Quality Monitoring Station,AR_08040202_003,-10253238.251,3914952.508
1095,OUA0037,"Ouachita River below Camden,AR on CR381",33.48,-92.75,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0037#display,52,08040201,OUA0037,A,Water Quality Monitoring Station,AR_08040201_005,-10325317.489,3959751.934
1096,OUA0038,"Prairie Creek AB Murphreesboro,AR on E 13st St.",34.07,-93.68,GULF,2G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0038#display,55,08040103,OUA0038,I,Water Quality Monitoring Station,AR_08040103_016,-10428733.422,4037856.87
1097,OUA0039,"Prairie Creek BL Murphreesboro,AR on SR301/S Washington Ave.",34.04,-93.68,GULF,2G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0039#display,55,08040103,OUA0039,A,Water Quality Monitoring Station,AR_08040103_016,-10428844.681,4034524.251
1098,OUA0039B,"Little Missouri River below Murfreesboro,AR on Roy Rd.",34.02,-93.67,GULF,2G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0039B#display,55,08040103,OUA0039B,A,Water Quality Monitoring Station,AR_08040103_915,-10426952.439,4031757.206
1099,OUA0040,Prairie Creek on CR54 US Mena WWTP,34.57,-94.19,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0040#display,57,08040101,OUA0040,A,Water Quality Monitoring Station,AR_08040101_048,-10484935.04,4105682.145
1100,OUA0040A,"Prairie Creek above Mena,AR on CR54",34.57,-94.19,OUMT,2G,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0040A#display,57,08040101,OUA0040A,I,Water Quality Monitoring Station,AR_08040101_948,-10485412.347,4105378.911
1101,OUA0041,"Saline River below Benton,AR on Shaw Bridge Rd.",34.50,-92.57,OUMT,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0041#display,63,08040203,OUA0041,A,Water Quality Monitoring Station,AR_08040203_913,-10305022.61,4095978.606
1102,OUA0042,"Saline River near Sheridan,AR on Hwy 167",34.12,-92.41,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0042#display,27,08040203,OUA0042,A,Water Quality Monitoring Station,AR_08040203_007,-10286545.225,4044308.59
1103,OUA0043,"Big Creek near Pansy,AR on SR35",33.83,-92.08,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0043#display,13,08040204,OUA0043,A,Water Quality Monitoring Station,AR_08040204_005,-10250622.358,4005851.29
1104,OUA0044,South Fork Caddo River on Nfw517 at Fancy Hill,34.37,-93.77,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0044#display,49,08040102,OUA0044,A,Water Quality Monitoring Station,AR_08040102_023,-10438306.74,4078161.905
1105,OUA0044A,"South Fork Caddo River AB Milchem,AR on SR240",34.38,-93.80,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0044A#display,49,08040102,OUA0044A,I,Water Quality Monitoring Station,AR_08040102_023,-10441337.045,4080425.724
1106,OUA0044B,"South Fork Caddo River BL Milchem,AR",34.38,-93.78,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0044B#display,49,08040102,OUA0044B,I,Water Quality Monitoring Station,AR_08040102_023,-10439753.948,4079686.331
1107,OUA0044T,Unnamed trib of South Fork Caddo River near Fancy Hill,34.36,-93.78,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0044T#display,49,08040102,OUA0044T,A,Water Quality Monitoring Station,AR_08040102_923,-10439390.448,4077050.742
1108,OUA0045,Saline R AB Warren AR,33.70,-92.03,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0045#display,06,08040204,OUA0045,I,Water Quality Monitoring Station,AR_08040204_004,-10244366.089,3988738.144
1109,OUA0046,Saline R BL Warren AR,33.60,-92.01,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0046#display,06,08040204,OUA0046,I,Water Quality Monitoring Station,AR_08040204_002,-10242629.503,3975659.296
1110,OUA0047,"Jug Creek below Fordyce,AR on S Cleveland",33.82,-92.39,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0047#display,20,08040201,OUA0047,A,Water Quality Monitoring Station,AR_08040201_910,-10284463.587,4005288.478
1111,OUA0048,"Free'o Cr.""205j"". S1/2,S15.T12S,R17W,Ouachita,Co,.AR.",33.57,-92.84,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0048#display,52,08040201,OUA0048,I,Water Quality Monitoring Station,,-10334868.858,3971209.452
1112,OUA0048A,Glazypeau Creek AB Weyerhaeuser Mtn. Pine NPDES outfall,34.57,-93.16,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0048A#display,26,08040101,OUA0048A,I,Water Quality Monitoring Station,,-10370459.519,4105859.557
1113,OUA0048B,Glazepeau Creek BL Weyerhaeuser Mtn. Pine NPDES outfall,34.56,-93.17,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0048B#display,26,08040101,OUA0048B,I,Water Quality Monitoring Station,,-10371604.376,4104017.56
1114,OUA0049,"L'aigle Cr.""205j""SITE.NE1/4,S36,T17S,R11W,Bradley Co.,Ar.",33.37,-92.18,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0049#display,06,08040204,OUA0049,I,Water Quality Monitoring Station,AR_08040204_007,-10261865.515,3944479.703
1115,OUA0049B,Unnamed trib. to Lake Catherain BL U.S.Vanadium on Hwy 270,34.46,-92.94,OUMT,2F,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0049B#display,26,08040101,OUA0049B,I,Water Quality Monitoring Station,,-10345722.79,4091075.884
1116,OUA0050,"Moro Cr. at Ar.Hwy 160.NE1/4,S.9,T15S,R12W,Calhoun Co.,Ar.",33.43,-92.34,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0050#display,06,08040201,OUA0050,I,Water Quality Monitoring Station,AR_08040201_001,-10279186.88,3952733.4
1117,OUA0050A,Town Branch Creek AB Sterling Faucett NPDES discharge,34.30,-92.40,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0050A#display,27,08040203,OUA0050A,I,Water Quality Monitoring Station,,-10285609.297,4069141.497
1118,OUA0050B,Town Branch Creek BL Sterling faucett NPDES Discharge,34.30,-92.39,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0050B#display,27,08040203,OUA0050B,I,Water Quality Monitoring Station,,-10285148.127,4069079.812
1119,OUA0051A,"Big Cr. ab. BTL specialty resins NPDES outfall, Malvern",34.38,-92.73,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0051A#display,30,08040203,OUA0051A,I,Water Quality Monitoring Station,,-10322868.619,4079456.864
1120,OUA0051B,"Big Cr. Bl. BTL Specialty Resins NPDES outfall, Malvern",34.38,-92.72,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0051B#display,30,08040203,OUA0051B,I,Water Quality Monitoring Station,,-10321944.667,4080023.358
1121,OUA0052A,East Two Bayou AB Highland Public services NPDES outfall,33.62,-92.73,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0052A#display,07,08040201,OUA0052A,I,Water Quality Monitoring Station,AR_08040201_905,-10322973.42,3977371.77
1122,OUA0052B,Two Bayou on Hwy 278 SE of East Camden,33.58,-92.71,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0052B#display,52,08040201,OUA0052B,A,Water Quality Monitoring Station,AR_08040201_905,-10320447.6,3972736.44
1123,OUA0053A,West Two Bayou ab. International Paper NPDES outfall.,33.56,-92.83,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0053A#display,52,08040201,OUA0053A,I,Water Quality Monitoring Station,AR_08040201_805,-10333232.461,3969646.402
1124,OUA0053B,West Two Bayou bl. international Paper NPDES outfall.,33.56,-92.81,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0053B#display,52,08040201,OUA0053B,I,Water Quality Monitoring Station,AR_08040201_805,-10331373.425,3969459.384
1125,OUA0054B,Unnamed trib. to Smackover Cr. be. Berry Petro. NPDES,33.38,-93.06,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0054B#display,14,08040201,OUA0054B,I,Water Quality Monitoring Station,,-10359114.248,3945412.798
1126,OUA0055B,Unnamed trib. to Dodson Cr. below Wabash Alloy NPDES Outfall,34.52,-92.62,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0055B#display,63,08040203,OUA0055B,I,Water Quality Monitoring Station,,-10310044.611,4098801.193
1127,OUA0056B,Mud cr. be. Lignite mine,34.46,-92.53,GULF,2C,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0056B#display,63,08040203,OUA0056B,I,Water Quality Monitoring Station,,-10300760.563,4090819.155
1128,OUA0057A,Boggy Cr. ab. Ensco NPDES discharges,33.21,-92.63,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0057A#display,70,08040202,OUA0057A,I,Water Quality Monitoring Station,AR_08040202_807,-10311213.457,3922626.628
1129,OUA0057B,Boggy Creek Below Ensco NPDES outfalls  El dorado.,33.19,-92.63,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0057B#display,70,08040202,OUA0057B,I,Water Quality Monitoring Station,AR_08040202_907,-10311369.304,3921136.628
1130,OUA0058A,Loutre Cr. above Lion oil(XYZ) NPDES discharge,33.20,-92.68,GULF,2D,https://www.adeq.state.ar.us/techsvs/env_multi_lab/water_quality_station.aspx?t_stationid=OUA0058A#display,70,08040202,OUA0058A,I,Water Quality Monitoring Station,AR_08040202_909,-10316935.281,3922254.11
